Fish Sanctuary OGF ID,Zone Number,Waterbody Description,Waterbody Description French,Fish Sanctuary,Fish Sanctuary French,Effective Date,Expiry Date
107035713,8,"Keith Lake (Walter’s Lake) (49°45’N., 80°38’W.).",Lac Keith (lac Walter’s) (49° 45’ N. et 80° 38’ O.),Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035714,8,"Kenogaming Lake - Kenogaming Twp., from the outflow of Kaneki Lake downstream to Kenogaming Lake and including the waters of the adjacent bay.","Lac Kenogaming - canton de Kenogaming, depuis le débit sortant du lac Kaneki en aval jusqu’au lac Kenogaming et incluant toutes les eaux de la baie adjacente.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035715,8,"Lake #57 (48°17'N., 80°40' W.) - Timmins Twp.",Lac n° 57 (48° 17’ N. et 80° 40’ O.) - canton de Timmins,Fish sanctuary - no fishing from Jan. 1 - Jul. 31 & Oct. 16 - Dec. 31,Réserve de poissons - aucune pêche entre le 1er jan. au 31 juil. et du 16 oct. au 31 déc.,01/01/2022,12/31/2022
107035716,8,"Larder Lake - Hearst, McFadden, McVittie and McGarry Twps.","Lac Larder - cantons de Hearst, McFadden, McVittie et McGarry.",Fish sanctuary - no fishing from Jan. 1 - Feb. 14 & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le 14 févr., ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107035717,8,"Larry Lake (49°44’N., 80°34’W.).",Lac Larry (49° 44’ N. et 80° 34’ O.),Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035718,8,"Lauzon Lake (49°49’N., 80°48’W.).",Lac Lauzon (49° 49’ N. et 80° 48’ O.),Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035701,8,"Little Abitibi Lake - McQuibban Twp., waters in the northern part of the lake within McQuibban Twp.","Petit lac Abitibi - canton de McQuibban, les eaux de la partie nord du lac, qui sont dans le canton de McQuibban.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035719,8,Little Abitibi River - McQuibban and Sangster Twps. - from boundary between the two townships to a line at longitude 80°36’30”W.,Petite rivière Abitibi - cantons de McQuibban et Sangster - depuis la limite entre les deux cantons jusqu’à une ligne à la longitude 80° 36’ 30” O.,Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035720,8,"Little Abitibi River - McQuibban Twp., from Pierre Lake Road to part of Pierre Lake lying east of longitude 80°39’30”W.","Petite rivière Abitibi - canton de McQuibban, depuis le chemin du lac Pierre jusqu’à la partie du lac Pierre qui est à l’est de la longitude 80° 39’ 30” O.",Fish sanctuary - no fishing from Apr. 15 - June 30,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin.,01/01/2022,12/31/2022
107035721,8,Little Abitibi River and Montreuil Lake - Swartman Twp. - between northern narrows of Pierre Lake to portion lying east of longitude 80°47’W.,Petite rivière Abitibi et lac Montreuil - canton de Swartman - entre le passage nord du lac Pierre jusqu’à la partie à l’est de la longitude 80° 47’ O.,Fish sanctuary - no fishing from Apr. 15 - June 30,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin.,01/01/2022,12/31/2022
107035722,8,"Little Wakwayowkastic Lake (49°49’N., 80°33’W.).",Petit lac Wakwayowkastic (49° 49’ N. et 80° 33’ O.),Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035723,8,"Louise Lake (Choppa Lake) (49°50’N., 80°36’W.).",Lac Louise (lac Choppa) (49° 50’ N. et 80° 36’ O.),Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035724,8,Magiskan Lake - Blakelock Twp.,Lac Magiskan - canton de Blakelock,Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035725,8,"Marsh Lake (49°58’N., 80°36’W.).",Lac Marsh (49° 58’ N. et 80° 36’ O.),Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035726,8,"Mattagami River - Gouin and Hassard Twps., between the dam at Kenogamissi Falls to a point on the Kenogamissi Lake at approximately (48°02’N., 81°32’30”W.).","Rivière Mattagami - cantons de Gouin et Hassard, entre le barrage des chutes Kenogamissi jusqu’à un point sur le lac Kenogamissi à approximativement (48° 02’ N. et 81° 32’ 30” O.).",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035727,8,"Mattagami River - Mahaffy Twp., lying between the Lower Sturgeon hydro dam and downstream to the northern boundary of Mahaffy Twp.","Rivière Mattagami - canton de Mahaffy, entre le barrage hydroélectrique Lower Sturgeon et en aval jusqu’à la limite nord du canton de Mahaffy.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035728,8,Mattagami River - Mountjoy Twp - from the face of Sandy Falls power dam downstream to the boundary of Mountjoy Twp.,Rivière Mattagami - canton de Mountjoy - depuis le devant du barrage hydroélectrique aux  chutes Sandy en aval jusqu’à la limite du canton de Mountjoy.,Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035729,8,McParlon Lake (50°09'N; 80°42'W.).,Lac McParlon (50° 09’ N et 80° 42’ O),Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035730,8,McPhail Lake - Michie Twp.,Lac McPhail - canton de Michie,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035731,8,Mego Lake - Blakelock Twp.,Lac Mego - canton de Blakelock,Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035732,8,Mesomikenda Lake - waters known as the West Arm - Somme and Neville Twps. including waters of the Somme River in Neville Twp.,"Lac Mesomikenda - les eaux connues comme le bras West - cantons de Somme et Neville, incluant les eaux de la rivière Somme dans le canton de Neville.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035733,8,Michiwakenda Lake - from the outflow of Okawakenda Lake downstream to Michiwakenda Lake and including the waters of the northwest bay.,"Lac Michiwakenda - depuis le débit sortant du lac Okawakenda, en aval jusqu’au lac Michiwakenda et incluant les eaux de la baie au nord-ouest.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035734,8,Mikwam Lake - Blakelock Twp.,Lac Mikwam - canton de Blakelock,Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035735,8,"Minisinakwa Lake - from  the northern point of the first island at the mouth of the Makami River (47°40’N., 81°45’W.) continuing north for 13 km (8.1 mi.) to 100 m (328 ft.) north of the top of the falls on the Makami River (47°46’N., 81°46’W.).","Lac Minisinakwa - depuis la pointe nord de la première île à l’embouchure de la rivière Makami (47° 40’ N. et 81° 45’ O.), en remontant vers le nord sur 13 km (8,1 mi) jusqu’à 100 m (328 pi) au nord du sommet des chutes de la rivière Makami (47° 46’ N. et",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035736,8,"Minisinakwa Lake - from Benneweis Bay (47°34’N., 81°43’W.) and continuing west for 3 km (1.86 mi.) up Benneweis Creek to the first small pond excluding the unnamed Lake (47°34’N., 81°44’W.).","Lac Minisinakwa - depuis la baie Benneweis (47° 34’ N. et 81° 43’ O.) et continuant vers l’ouest sur 3 km (1,86 mi) en remontant le ruisseau Benneweis jusqu’au premier petit étang, mais excluant le lac sans nom (47° 34’ N. et 81° 44’ O.).",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035737,8,"Minisinakwa River - Noble, Togo and Mattagami Twps.","Rivière Minisinakwa - cantons de Noble, Togo et Mattagami.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035738,8,Mollie River - The waters of the Mollie River in the geographic Township of Champagne in the Territorial District of Sudbury.,"Rivière Mollie - Les eaux de la rivière Mollie dans le canton géographique de Champagne, district territorial de Sudbury.",Fish sanctuary - no fishing from Apr. 1 - June 14,Réserve de poissons - aucune pêche entre le 1er avril et le 14 juin,01/01/2022,12/31/2022
107035739,8,Mons Creek (Hay Creek) - Usnac Twp.,Ruisseau Mons (ruisseau Hay) - canton d’Usnac,Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035740,8,"Moose Lake (49°40’N., 80°34’W.).",Lac Moose (49° 40’ N. et 80° 34’ O.),Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035741,8,"Moving Rock Lake (49°49’N., 80°38’W.).",Lac Moving Rock (49° 49’ N. et 80° 38’ O.),Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035743,8,Nabakwasi River - all waters east of the power transmission line to the mouth of the Opikinimika River and upstream to the outflow of Ola Lake.,Rivière Nabakwasi - toutes les eaux à l’est de la ligne de transport d’énergie jusqu’à l’embouchure de la rivière Opikinimika et en amont jusqu’au débit sortant du lac Ola.,Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035742,8,Nabakwasi River - from the outflow of Nabakwasi Lake downstream to the confluence with the Minisinakwa River.,"Rivière Nabakwasi - depuis le débit sortant du lac Nabakwasi, en aval jusqu’à la confluence avec la rivière Minisinakwa.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035744,8,"Nayowin Lake (47°47’N., 81°23’W.) - Burrows Twp.",Lac Nayowin (47° 47’ N. et 81° 23’ O.) - canton de Burrows,No fishing - closed all year,Réserves (sanctuaires) de poisons,01/01/2022,12/31/2022
107035745,8,"Nebskwashi River - Chapleau Twp. - from Hwy. 129 downstream to a narrowing of the river at 47°49’34”N., 83°23’36”W.","Rivière Nebskwashi - canton de Chapleau, à partir de la route principale 129 en aval jusqu’à un point où la rivière de rétrécit à 47° 49’ 34” N. et 83° 23’ 36” O.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035746,8,Nettogami Lake (50°13'N; 80°34'W.).,Lac Nettogami (50° 13’ N. et 80° 34’ O.),Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035747,8,"North Choppa Lake (49°51’N., 80°35’W.).",Lac Choppa Nord (49° 51’ N. et 80° 35’ O.),Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035748,8,"North French Lake (49°45’N., 80°38’W.).",Lac French Nord (49° 45’ N. et 80° 38’ O.),Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035749,8,"North Unknown Lake (49°48’N., 80°41’W.).",Lac Unknown Nord (49° 48’ N. et 80° 41’ O.),Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035750,8,"Opasatika River, Crow Creek, Wolfe Creek, Montcalm Creek, and South Crow Creek - McCrea Twp.","Rivière Opasatika, ruisseaux Crow, Wolfe, Montcalm, et (ruisseau) Crow Sud - canton de McCrea.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035751,8,"Opishing Lake - Hillary Twp., waters of Kamiskotia River and Opishing Lake between Hwy. 101 and first narrows on Opishing Lake at latitude 48°14’06”’N.","Lac Opishing - canton de Hillary, les eaux de la rivière Kamiskotia et du lac Opishing, entre la route 101 et le premier passage du lac Opishing à une latitude 48° 14’ 06” N.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
120518673,8,"Packcan Lake (48°27'N., 79°59'W.) - Garrison Twp.",Lac Packcan (48° 27’ N. et 79° 59’ O.) - canton de Garrison,Fish sanctuary - no fishing from Jan. 1 - Jul. 31 & Oct. 16 - Dec. 31,Réserve de poissons - aucune pêche entre le 1er jan. au 31 juil. et du 16 oct. au 31 déc.,01/01/2022,12/31/2022
107035752,8,"Pallet Lake (48°16’N., 80°39’W.) - Nordica Twp.",Lac Pallet (48° 16’ N. et 80° 39’ O.) - canton de Nordica,No fishing - closed all year,Réserves (sanctuaires) de poisons,01/01/2022,12/31/2022
107035753,8,"Partridge Lake (50°24'N., 80°19'W.).",Lac Partridge (50° 24’ N. et 80° 19’ O.),Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035754,8,Payntouk Lake - Tomlinson Twp.,Lac Payntouk - canton de Tomlinson,Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
107035755,8,"Piyagoskogau Lake (50°14'N., 80°25'W.).",Lac Piyagoskogau (50° 14’ N. et 80° 25’ O.),Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Nov. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er nov. au 31 déc.",01/01/2022,12/31/2022
