Zone Number,Species,Species French,Aggregate Trout and Salmon Limit,Season,Season French,Limit,Limit Description French,Limit Type,Limit French,Effective Date,Expiry Date
9,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,C - 12,C - 12,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
9,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,S - 25,S - 25,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
10,Atlantic Salmon,Saumon atlantique,Yes,Jan. 1 - Sept. 30,1er janv. au 30 sept.,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
10,Atlantic Salmon,Saumon atlantique,Yes,Jan. 1 - Sept. 30,1er janv. au 30 sept.,S - 1,S - 1,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
10,Brook Trout,Omble de fontaine,Yes,Jan. 1 - Sept. 30,1er janv. au 30 sept.,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
10,Brook Trout,Omble de fontaine,Yes,Jan. 1 - Sept. 30,1er janv. au 30 sept.,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
10,Brown Trout,Truite brune,Yes,Open all year,Ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
10,Brown Trout,Truite brune,Yes,Open all year,Ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
10,Channel Catfish,Barbue de rivière,No,Open all year,Pêche ouverte toute l’année,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
10,Channel Catfish,Barbue de rivière,No,Open all year,Pêche ouverte toute l’année,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
10,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,C - 10,C - 10,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
10,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,S - 30,S - 30,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
10,Lake Trout,Touladi,Yes,Jan. 1 - Labour Day,1er janv. à la fête du Travail,C - 1,C - 1,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
10,Lake Trout,Touladi,Yes,Jan. 1 - Labour Day,1er janv. à la fête du Travail,"S - 2, not more than 1 greater than 40 cm (15.7 in.)","S  - 2, dont un seul peut mesurer plus de 40 cm (15,7 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
10,Lake Whitefish,Grand corégone,No,Open all year,Pêche ouverte toute l’année,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
10,Lake Whitefish,Grand corégone,No,Open all year,Pêche ouverte toute l’année,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
10,Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",No,3rd Saturday in June - November 30,3e samedi de juin au 30 novembre,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
10,Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",No,3rd Saturday in June - November 30,3e samedi de juin au 30 novembre,S - 6,S - 6,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
10,Muskellunge,Maskinongé,No,3rd Sat. in June - Dec. 15,3e samedi de juin au 15 déc.,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
10,Muskellunge,Maskinongé,No,3rd Sat. in June - Dec. 15,3e samedi de juin au 15 déc.,"S - 1, must be greater than 122 cm (48 in.)","S - 1, doit dépasser 122 cm (48 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
10,Northern Pike,Grand brochet,No,Open all year,Pêche ouverte toute l’année,"C - 2, not more than 1 greater than 61 cm (24 in.), none greater than 86 cm (33.9 in.)","C - 2, un seul dépassant 61 cm (24 po), aucun ne dépassant 86 cm (33,9 po)",Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
10,Northern Pike,Grand brochet,No,Open all year,Pêche ouverte toute l’année,"S - 6, not more than 2 greater than 61 cm (24 in.), of which not more than 1 is greater than 86 cm (33.9 in.)","S - 6, pas plus de 2 dépassant 61 cm (24 po), dont un seul dépassant 86 cm (33,9 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
10,Pacific Salmon,Saumon du Pacifique,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
10,Pacific Salmon,Saumon du Pacifique,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
10,Rainbow Trout,Truite arc-enciel,Yes,Open all year,Pêche ouverte toute l’année,C - 1,C - 1,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
10,Rainbow Trout,Truite arc-enciel,Yes,Open all year,Pêche ouverte toute l’année,S - 2,S - 2,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
10,Splake,Truite moulac,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
10,Splake,Truite moulac,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
10,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,C - 25,C - 25,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
10,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,S - 50,S - 50,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
10,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Jan. 1 - Mar. 31 & 3rd Sat. in May - Dec. 31,"1er janv. au 31 mars, et 3e samedi de mai au 31 déc.","C - 2, not more than 1 greater than 46 cm (18.1 in.)","C - 2, un seul dépassant 46 cm (18,1 po)",Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
10,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Jan. 1 - Mar. 31 & 3rd Sat. in May - Dec. 31,"1er janv. au 31 mars, et 3e samedi de mai au 31 déc.","S - 4, not more than 1 greater than 46 cm (18.1 in.)","S - 4, un seul dépassant 46 cm (18,1 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
10,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,C - 25,C - 25,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
10,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,S - 50,S - 50,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
11,Brook Trout,Omble de fontaine,Yes,Feb. 15 - Sept. 30,15 févr. au 30 sept.,"C - 2, none greater than 31 cm (12.2 in.)","C - 2, aucun dépassant 31 cm (12,2 po)",Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
11,Brook Trout,Omble de fontaine,Yes,Feb. 15 - Sept. 30,15 févr. au 30 sept.,"S - 5, not more than 1 greater than 31 cm (12.2 in.)","S - 5, un seul dépassant 31 cm (12,2 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
11,Brown Trout,Truite brune,Yes,4th Sat. in Apr. - Sept. 30,4e samedi d’avril au 30 sept.,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
11,Brown Trout,Truite brune,Yes,4th Sat. in Apr. - Sept. 30,4e samedi d’avril au 30 sept.,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
11,Channel Catfish,Barbue de rivière,No,Open all year,Pêche ouverte toute l’année,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
